1	1	0	-1.5	10	2737.68	186102
1	1	0	-1.5	10	2737.68	49219.1
1	1	0	-1.5	10	2737.68	462616
1	1	0	-1.5	10	2737.68	92746.7
1	1	0	-1.5	10	2737.68	146807
1	1	0	-1.5	10	2737.68	1.28538e+06
1	1	0	-1.5	10	2737.68	36385.8
1	1	0	-1.5	10	2737.68	219392
1	1	0	-1.5	10	2737.68	78887.4
1	1	0	-1.5	10	2737.68	1.0342e+06
1	1	0	-1.5	10	2737.68	82512
1	1	0	-1.5	10	2737.68	23183.6
1	1	0	-1.5	10	2737.68	357745
1	1	0	-1.5	10	2737.68	73419.6
1	1	0	-1.5	10	2737.68	164837
1	1	0	-1.5	10	2737.68	616730
1	1	0	-1.5	10	2737.68	34450.6
1	1	0	-1.5	10	2737.68	274331
1	1	0	-1.5	10	2737.68	80159.5
1	1	0	-1.5	10	2737.68	218124
1	1	0	-1.5	10	2737.68	311629
1	1	0	-1.5	10	2737.68	1.2048e+06
1	1	0	-1.5	10	2737.68	159744
1	1	0	-1.5	10	2737.68	35457.4
1	1	0	-1.5	10	2737.68	370799
1	1	0	-1.5	10	2737.68	103089
1	1	0	-1.5	10	2737.68	25076.6
1	1	0	-1.5	10	2737.68	302483
1	1	0	-1.5	10	2737.68	755476
1	1	0	-1.5	10	2737.68	59220.2
