1	1	0.03	0	10	2737.68	991259
1	1	0.03	0	10	2737.68	785265
1	1	0.03	0	10	2737.68	1.21845e+06
1	1	0.03	0	10	2737.68	472653
1	1	0.03	0	10	2737.68	523096
1	1	0.03	0	10	2737.68	534700
1	1	0.03	0	10	2737.68	1.0767e+06
1	1	0.03	0	10	2737.68	559259
1	1	0.03	0	10	2737.68	864885
1	1	0.03	0	10	2737.68	1.26091e+06
1	1	0.03	0	10	2737.68	1.27266e+06
1	1	0.03	0	10	2737.68	1.71685e+06
1	1	0.03	0	10	2737.68	493545
1	1	0.03	0	10	2737.68	1.53966e+06
1	1	0.03	0	10	2737.68	633078
1	1	0.03	0	10	2737.68	1.19209e+06
1	1	0.03	0	10	2737.68	412562
1	1	0.03	0	10	2737.68	1.20672e+06
1	1	0.03	0	10	2737.68	1.05024e+06
