1	1	0.15	-1.5	10	2737.68	175611
1	1	0.15	-1.5	10	2737.68	224705
1	1	0.15	-1.5	10	2737.68	331933
1	1	0.15	-1.5	10	2737.68	76363.8
1	1	0.15	-1.5	10	2737.68	289061
1	1	0.15	-1.5	10	2737.68	92713
1	1	0.15	-1.5	10	2737.68	106254
1	1	0.15	-1.5	10	2737.68	13732.3
1	1	0.15	-1.5	10	2737.68	54770.3
1	1	0.15	-1.5	10	2737.68	126143
1	1	0.15	-1.5	10	2737.68	54770.3
1	1	0.15	-1.5	10	2737.68	183537
1	1	0.15	-1.5	10	2737.68	158333
1	1	0.15	-1.5	10	2737.68	100059
1	1	0.15	-1.5	10	2737.68	59923.8
1	1	0.15	-1.5	10	2737.68	213312
1	1	0.15	-1.5	10	2737.68	179097
1	1	0.15	-1.5	10	2737.68	140025
1	1	0.15	-1.5	10	2737.68	199257
1	1	0.15	-1.5	10	2737.68	144866
1	1	0.15	-1.5	10	2737.68	291832
1	1	0.15	-1.5	10	2737.68	92788.6
1	1	0.15	-1.5	10	2737.68	118967
1	1	0.15	-1.5	10	2737.68	186186
1	1	0.15	-1.5	10	2737.68	116603
1	1	0.15	-1.5	10	2737.68	87255.8
1	1	0.15	-1.5	10	2737.68	488047
1	1	0.15	-1.5	10	2737.68	39740.3
1	1	0.15	-1.5	10	2737.68	53605.9
1	1	0.15	-1.5	10	2737.68	137012
